"funs","pkgs","relative_paths","absolute_paths"
"scale_x_continuous","ggplot","2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"seq","base","2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"expansion","ggplot","2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"c","base","2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"scale_y_continuous","ggplot","2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"expansion","ggplot","2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"c","base","2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"c","base","2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"labs","ggplot","2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"theme_minimal","ggplot","2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"theme","ggplot","2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"element_text","ggplot","2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"element_markdown","ggtext","2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"unit","ggplot","2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"c","base","2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"c","base","2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"margin","ggplot","2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"element_text","ggplot","2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"unit","ggplot","2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"c","base","2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"element_blank","ggplot","2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"element_text","ggplot","2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"element_blank","ggplot","2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"element_blank","ggplot","2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"element_blank","ggplot","2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"element_rect","ggplot","2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"element_rect","ggplot","2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"gg_playback","camcorder","2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"file.path","base","2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"library","base","2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"library","base","2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"library","base","2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"library","base","2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"library","base","2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"library","base","2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"library","base","2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"library","base","2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"font_add_google","sysfonts","2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"font_add_google","sysfonts","2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"showtext_auto","showtext","2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"read_csv","readr","2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"mutate","dplyr","2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"case_when","dplyr","2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"select","dplyr","2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"gg_record","camcorder","2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"file.path","base","2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"glue","glue","2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"ggplot","ggplot","2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"aes","gghighlight","2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"geom_point","ggplot","2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"alpha","ggplot","2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"geom_smooth","ggplot","2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"labs","ggplot","2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"theme_minimal","ggplot","2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"ggplot","ggplot","2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"aes","gghighlight","2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"geom_point","ggplot","2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"alpha","ggplot","2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"gghighlight","gghighlight","2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"facet_wrap","ggplot","2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"labeller","ggplot","2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"label_wrap_gen","ggplot","2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"labs","ggplot","2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"theme_minimal","ggplot","2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"plot_annotation","patchwork","2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"theme","ggplot","2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"element_text","ggplot","2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"element_markdown","ggtext","2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"unit","ggplot","2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"c","base","2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"c","base","2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"margin","ggplot","2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"element_text","ggplot","2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"unit","ggplot","2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"c","base","2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"element_text","ggplot","2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"element_text","ggplot","2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"element_text","ggplot","2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"element_blank","ggplot","2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"element_blank","ggplot","2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"element_blank","ggplot","2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"element_rect","ggplot","2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"element_rect","ggplot","2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"gg_playback","camcorder","2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"file.path","base","2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"library","base","2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"library","base","2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"library","base","2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"library","base","2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"library","base","2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"library","base","2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"library","base","2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"library","base","2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"filter","dplyr","2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"gg_record","camcorder","2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"file.path","base","2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"mutate","dplyr","2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"case_when","dplyr","2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"select","dplyr","2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"ggplot","ggplot","2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"aes","ggplot","2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"geom_point","ggplot","2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"alpha","ggplot","2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"geom_point","ggplot","2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"filter","dplyr","2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"alpha","ggplot","2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"facet_wrap","ggplot","2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"labeller","ggplot","2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"label_wrap_gen","ggplot","2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"labs","ggplot","2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"theme_minimal","ggplot","2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"theme","ggplot","2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"element_markdown","ggtext","2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"margin","ggplot","2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"margin","ggplot","2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"element_text","ggplot","2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"element_blank","ggplot","2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"element_text","ggplot","2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"unit","ggplot","2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"element_blank","ggplot","2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"element_blank","ggplot","2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"element_rect","ggplot","2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"element_rect","ggplot","2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"readPNG","png","2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"inset_element","patchwork","2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"theme","ggplot","2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"element_rect","ggplot","2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"element_rect","ggplot","2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"gg_playback","camcorder","2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"file.path","base","2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"ggsave","ggplot","2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"library","base","2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"library","base","2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"library","base","2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"library","base","2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"library","base","2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"library","base","2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"library","base","2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"font_add_google","sysfonts","2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"font_add_google","sysfonts","2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"showtext_auto","showtext","2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"read_csv","readr","2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"select","dplyr","2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"distinct","dplyr","2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"mutate","dplyr","2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"str_remove_all","stringr","2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"mutate","dplyr","2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"str_remove_all","stringr","2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"mutate","dplyr","2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"str_remove_all","stringr","2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"mutate","dplyr","2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"str_remove_all","stringr","2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"mutate","dplyr","2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"str_remove_all","stringr","2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"mutate","dplyr","2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"str_remove_all","stringr","2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"mutate","dplyr","2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"str_remove_all","stringr","2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"mutate","dplyr","2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"str_remove_all","stringr","2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"mutate","dplyr","2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"strsplit","base","2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"mutate","dplyr","2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"strsplit","base","2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"unnest","tidyr","2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"c","base","2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"distinct","dplyr","2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"mutate","dplyr","2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"str_trim","stringr","2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"select","dplyr","2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"c","base","2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"group_by","dplyr","2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"summarise","dplyr","2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"across","dplyr","2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"sum","base","2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"pivot_longer","tidyr","2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"mutate","dplyr","2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"str_replace_all","stringr","2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"left_join","dplyr","2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"gg_record","camcorder","2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"file.path","base","2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"ggplot","ggplot","2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"aes","ggplot","2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"I","base","2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"geom_sankey_bump","(unknown)","2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"labs","ggplot","2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"theme_void","ggplot","2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"theme","ggplot","2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"element_text","ggplot","2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"margin","ggplot","2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"element_text","ggplot","2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
